eval_id,case_id,customer_text,support_text,message_count,intent,expected_action,difficulty,predicted_intent,confidence,predicted_action
eval_110,2312734,"Merci @115821 pour les avantages Prim Jeunes, mais impossible de me faire livrer des articles aux États-Unis !\n@AmazonHelp Amazone\n@AmazonHelp  https://t.co/aF3T7EXvxg","@670685 Bonsoir, désolée d'apprendre cela. Les articles que vous avez choisis sont vendus par Amazon ou par un vendeur tiers? ^MD\n@670685 L'envoi de certains articles peut être limité à certaines destinations. Voir lien ci-dessous :
https://t.co/Nkz5FcszNM  ^MD",5,prime_subscription,ESCALATE,medium,delivery_tracking,0.85,AUTO_HANDLE
eval_111,21444,"@115850 Never ever buy anything from this fucking website, their service is very https://t.co/Lu50JL4RHv websites are@myntra and@ flipkart.","@733372 Sorry for the confusion. Rest assured, we've received your details and we'll reach out to you soon with an update. ^MM",2,complaint_service,ESCALATE,hard,complaint_service,0.9,AUTO_HANDLE
eval_112,2508020,I’ve now been waiting over a week for a response from @115821\n@AmazonHelp It’s all in my multiple emails\n@AmazonHelp Here’s an order number. I look forward to a response. 113-5456455-8805015\n@AmazonHelp Hi I just received an email but it failed to address my issue with the order number I gave. Please advise how I go about getting a response\n@AmazonHelp Absolutely none regarding my inquiries as to that order number. A separate issue was resolved. No addressing the other issues.,"@715027 Hi Chris - Sorry for the delay! Without sharing any personal or account information, would you please tell us a little more about the issue you're facing? ^KL\n@715027 Hello! Kindly understand we don't have access to you Amazon Account via Twitter. But we'd like to help in any way we can. Like mentioned previously, please provide us with more details. ^LH\n@715027 What information or options were provided in the e-mail we sent? ^JP\n@715027 I understand, will you give us another attempt to address the issue for you? At your nearest convenience please reach out to us here: https://t.co/CYqkdUakWJ ^GM",9,complaint_service,ESCALATE,hard,order_product_issue,0.85,AUTO_HANDLE
eval_113,1384145,Question @115821. Why is it SO difficult to delete ones amazon account? Just looking for a friend and USER friendly website. @AmazonHelp,@442115 We'd hate to see you go! However you can find information on how to close your account here: https://t.co/jbEkUHhASj ^AD,2,account_access,AUTO_HANDLE,medium,account_access,0.95,AUTO_HANDLE
eval_114,2758981,"Posted below on facebook hoping any @115850 employee in my friendlist will help me with @119625 but no response 
Deleted last tweet due to typo 😂
#funnyextortion\n@AmazonHelp Naah i just want prime video membership for free 😝😋\n@AmazonHelp Any christmas offer some kind of rebate ? 😬","@772026 We'd like to help you. Could you please elaborate on your concern for us to help you better? ^BS\n@772026 We'll not be able to provide Prime subscription for free. You can join Prime here: https://t.co/CwWN2Y4WWA ^GK\n@772026 As of now, there is no announcement regarding the Christmas offers. Keep checking our website for upcoming updates.^SC",6,prime_subscription,ESCALATE,medium,prime_subscription,0.85,AUTO_HANDLE
eval_115,14303,"@AmazonHelp ordered what was on the box for my sister’s wedding gift, that’s what came out of the box. What gives?! https://t.co/8jX9A0Ipcu",@119042 I'm sorry for the trouble! We'd like to review available options with you. Please reach out to us here:  https://t.co/hApLpMlfHN ^LJ,2,order_product_issue,ESCALATE,medium,order_product_issue,0.9,AUTO_HANDLE
eval_116,2790439,"@AmazonHelp how much better is the echo than the echo dot? I'm already thinking of getting one.\n@AmazonHelp I've got my dot connected to my soundbar and it sounds fantastic, the voice controlls for your music are great. I'm well impressed with the dot, just thinking about getting an echo because it's got a decent speaker, probably have it in the bedroom, yer I'm getting one tomorrow.\n@AmazonHelp At the moment I'm well happy. Think I might also get one for my parents, they are crap with tech but all they need to do when it's set up is talk to it. 
Is it comparable with a hearing loop?","@778824 It all comes down to your own personal preference, but the Amazon Echo is larger and includes a 2.5"" woofer. You can find a comparison chart under the Amazon Echo detail page here: https://t.co/e4mfRoPveG ^JS\n@778824 I'm happy to hear you're enjoying your Echo Dot! If you ever have any questions or concerns about your Amazon devices, please let us know. We're happy to help! 😊 ^JS\n@778824 The audio in the device itself will be the woofer we mentioned, with a 0.6"" tweeter. There's a 3.5mm audio output so you can have Alexa come through a different speaker or sound system, as well as the ability to connect to select Bluetooth devices. ^DW",6,product_info_availability,AUTO_HANDLE,medium,technical_device_digital,0.9,AUTO_HANDLE
eval_117,2851557,"@115830 @115821 What's going on with your packaging, it is becoming beyond a joke! Huge box and paper for a 100x100x800 box. Not very Eco is it? #waste https://t.co/gbtXUOv2Ts",@792847 Sorry about this. Please leave feedback here: https://t.co/fxgZ6hTrFA to avoid this happening again ^KM,2,complaint_service,AUTO_HANDLE,easy,complaint_service,0.85,AUTO_HANDLE
eval_118,224960,@8623 @AmazonHelp #I bought a phone and the delivered product is defective and already 6-7 days but company is denying refund.\n@8623 @AmazonHelp  i will fight in court as tell me can you or anyone wait for a phone for 20 days and switch off your phone.\n@AmazonHelp yes i filled that form and the details required\n@AmazonHelp i have again filed that form and sent all details. https://t.co/Zx0wjI4d1b\n@AmazonHelp got mail for replacement. What about the phone which i bought as i cant wait for 20 days for a phone. Who gonna bear the loss.\n@AmazonHelp i need refund only if you can provide then confirm here. Dont cheat customer and dont befool them.\n@AmazonHelp totally unsatisfactory reply. You are not replying properly nor discussing the matter on call. I should raise the voice ahead\n@AmazonHelp i haven’t received any mail from your side.,"@169744 I'm sorry for the trouble. We only have a replacement policy for mobiles. However, (1/2)^AU\n@169744 please fill this form: https://t.co/beaaDm0muc and I’ll contact you at the earliest to have a closer look. (2/2)^AU\n@169744 I understand your concern. Could you please tell me if you've filled in your details in the link provided previously? ^AU\n@169744 We've not received your details yet. Kindly fill in your details again using the link provided earlier. ^AP\n@169744 Thanks for the update. Once we receive your details we'll work on it and get back to you. ^MM\n@169744 We've sent a correspondence to your registered email ID.  Kindly check and revert for further queries. ^EM\n@169744 Sorry for the disappointment. As mentioned above please reply to the email you've received from our team, we'll reach out. ^KA\n@169744 If the details are shared, you must have received an email. Kindly check here: https://t.co/ubzNHWZvL2 ^SG",16,order_product_issue,ESCALATE,hard,return_refund,0.95,ESCALATE
eval_119,1843549,"@AmazonHelp https://t.co/eBQQEWT9l9
以前、Prime Studentの無料会員として登録していたのですが、このキャンペーンを見て、再度興味を持ち、再登録を検討しています。再度6か月の無料体験は可能なでしょうか？もしくは「Prime Studentに登録する」ボタンを押下すると、支払に移行するのでしょうか？\n@AmazonHelp 返信ありがとうございます。検討させて頂きます。",@552379 恐れ入りますが、Amazon Studentへの再登録の場合、無料体験期間はございません。お申し込みいただいた日から有料の会員となり、年会費が発生いたします。RI\n@552379 恐れ入ります、どうぞよろしくお願いいたします。https://t.co/E6eSNYz36M RI,4,prime_subscription,AUTO_HANDLE,easy,prime_subscription,0.95,AUTO_HANDLE
eval_120,2511166,@115821 I have spent the last 30 minutes trying to figure out how to report an item missing from a shipment. What am I supposed to do???,"@715764 I'm sorry for any inconvenience! Please reach out to us by phone, e-mail, or chat via the link here: https://t.co/CYqkdUakWJ ^GM",2,order_product_issue,ESCALATE,medium,order_product_issue,0.9,AUTO_HANDLE
eval_121,99986,"@AmazonHelp Hello, I'm unable to log into an account I probably haven't used in 3 years, but need to access. I've even reset the password twice but it's still not letting me in. Can you offer any support?\n@AmazonHelp I'll try that; thanks.",@137897 I'm sorry for any aggravation! You can reach out to us by phone and e-mail here: https://t.co/jzvkhdlrK5,3,account_access,AUTO_HANDLE,medium,account_access,0.95,AUTO_HANDLE
eval_122,280428,Couldn’t win the #CutTheCord challenge so ordered my own amazon fire Tv stick @128308 @AmazonHelp ! https://t.co/qBhrq2Qlux,@182817 Happy Streaming. ^SG,2,other,AUTO_HANDLE,easy,technical_device_digital,0.8,AUTO_HANDLE
eval_123,1706397,@115850 #recharged jio #first ever recharge #worth 399 # didn't get cashback of 100 so far back to amazon pay #order 171-3643943-3949921,"@517154 The cashback will be provided to the eligible customer within 7 days of doing the recharge, Ankush. You may check 1/3 ^NK\n@517154 the T&amp;C here:https://t.co/JA7KaBjPYw. Please don't provide your order details, as we consider it to be personal 2/3 ^NK\n@517154 information. Our Twitter page is public.​ 3/3 ^NK",4,payment_billing,ESCALATE,medium,payment_billing,0.85,ESCALATE
eval_124,1657352,Thank you @115850 for embarrassing me by wrapping a gift with damaged paper. 1/n\n@AmazonHelp Already submitted. Unfortunately many cases fixing cannot make things it intended to be. Gift is one of them. People need to be sensitive.,@505683 That's the best way to get your description of the problem to the teams that can fix the issue. (2/2) ^VM\n@505683 I'm so sorry about that. Please go to Your Account or https://t.co/2MST3nmG4e to submit packaging feedback. (1/2) ^VM\n@505683 I get your concern. I'll be sure to forward your feedback internally. We'll definitely work on the miss. ^PS,5,order_product_issue,ESCALATE,medium,order_product_issue,0.8,AUTO_HANDLE
eval_125,206760,"So @115821 is really bad with their ""next day deliveries"", it's been two days since a book was ordered for me and it still hasn't arrived.",@164969 Oh no! We'd like to help. What's the latest tracking showing here: https://t.co/aaDyEz1VgE ^NM,2,delivery_tracking,ESCALATE,medium,delivery_tracking,0.95,AUTO_HANDLE
eval_126,2980619,Dear @115850 .I am trying to get information from customer service regarding my return shipment. When I tried to contact customer service this is what am seeing. Please give me call back ASAP. https://t.co/bplJDFJKiU,"@822081 Sorry for the trouble, Kiran. Please connect with our email/chat support team here: https://t.co/00q4Sqj9zL Alternatively, you may check the return tracking status of a package here: https://t.co/4o5PqP90vH Keep us posted in case of any further assistance. ^KA",2,return_refund,ESCALATE,easy,return_refund,0.85,ESCALATE
eval_127,936678,@AmazonHelp How do you explain this? Product shipped as per Amazon is Oct 13 but picked up by BlueDart on Oct 21st? 😏 https://t.co/nR9SXHM63D\n@AmazonHelp Yea right! I didn't even mentioned about estimated delivery. I asked you where was my shipment from 13 to 21 Oct. Why the dates of Amazon and BlueDart not matching?,@342050 We ship the products to meet the estimates. Please wait till the estimated delivery date. ^HN\n@342050 That's strange. Did you happen to escalate this to our support team here: https://t.co/T6y6Xlutbs? ^VN,4,delivery_tracking,ESCALATE,medium,delivery_tracking,0.95,AUTO_HANDLE
eval_128,2838472,@115830 I ordered something from you received email telling me it delivered to collection point it wasn't there?\n@AmazonHelp .uk\n@AmazonHelp Royal mail\n@AmazonHelp You're courier has delivered it to the wrong post office!! What a  inconvenience!!! So unhappy with amazon not sure will use you again maybe use eBay from now on\n@AmazonHelp That I am now walking 3 miles to post office might as well have just gone to shop myself and bought it !!!,"@789961 Sorry to hear that Jonny. Can I ask which Amazon site you placed the order on (.com / .co.uk / etc)?^TI\n@789961 Could you please confirm who the carrier was? ^BD\n@789961 We'd like to look into this further with you. When you have a moment, please contact us by phone or chat here: https://t.co/qy3J24VGxb ^AC\n@789961 I'm sorry to hear Royal Mail delivered your order to the wrong post office. Have you had a chance to contact us? What have you been advised?",9,delivery_tracking,ESCALATE,medium,delivery_tracking,0.95,AUTO_HANDLE
eval_129,313865,"Please make sure that I receive product today, tr#209115903446 @115850 @AmazonHelp",@190941 Don’t provide your order related details as its personal information. Our Twitter page is visible to public.(2/2)^RS\n@190941 Orders are delivered as per the estimated delivery date provided by the system. Let us know if we've missed it.(1/2)^RS,3,delivery_tracking,AUTO_HANDLE,easy,delivery_tracking,0.95,AUTO_HANDLE
eval_130,1110902,"@115850 superb response, refund initiated yesterday, picked up today and refund amount received within hours of pick-up. Hat's Off!",@382190 :D Thanks you for the update. Cheers! :) ^JS,2,return_refund,AUTO_HANDLE,easy,return_refund,0.9,ESCALATE
eval_131,2906636,"@115821 that's a strange message confirming my issue submissions 😄 @AmazonHelp https://t.co/axvmoMHdQR\n@AmazonHelp Filing a refund dispute because the vendor did not contact me for 2+ days.\n@AmazonHelp On the website.\n@AmazonHelp #facepalm cookies and cache do not create issues like that, those look like placeholder tokens that were not replaced when the page was rendered. I'd suggest you have your developers look into this, I am fairly sure they will find references to the tokens in the source code.\n@AmazonHelp I am going to guess those tokens were supposed to be the confirmation. ;)\n@AmazonHelp As I said... those were placeholder tokens that are now fixed again. https://t.co/iMWkSFCCXs","@804864 We'd like to assist! What action caused this error to appear? ^SJ\n@804864 Was this noticed on the website or received via e-mail? ^CS\n@804864 I'm sorry for the trouble! Most errors can be resolved by clearing the cache and cookies and restarting your web browser. Please let us know if this helps! ^LR\n@804864 Are you able to see if the A-Z claim was submitted before you received the error message? If not, you can contact us here and we'll be glad to assist: https://t.co/hApLpMlfHN ^FJ",10,return_refund,ESCALATE,hard,return_refund,0.85,ESCALATE
eval_132,421725,@115850 such a disappointing experience shopping with u.. order was supposed to be delivered on 7th.. but no one came yet\n@115850 order no-406-5505985-3220327\n@115850 @AmazonHelp i am going to file a case in consumer Court for all the mental harassment i have been through..\n@AmazonHelp are you mad or what? i have shared d details in afternoon itself.. yet no revert received..\n@AmazonHelp hv shared d dtls again.. u can reach me at 9953861576 https://t.co/EQNABQwPop\n@AmazonHelp still waiting for your revert,"@215473 Sorry about that. I'd like to help. Please share your details here: https://t.co/JzRdscmdH9 I'll get in touch with you. ^AK\n@215473 Please don't provide your order details, as we consider them to be personal info. Our page is visible to the public. ^GK\n@215473 Allow us to check this and assist. Please share the required details on the link  provided earlier. ^YP\n@215473 I'm afraid, we haven't received your details yet. Kindly share your detail using the link shared earlier. ^MP\n@215473 Thanks for the update. We'll check and get back to you at the earliest. ^HA\n@215473 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^HA\n@215473 Kindly check for the correspondence here: https://t.co/8DAc10S7ww . Do keep us posted. ^AK",13,delivery_tracking,ESCALATE,hard,delivery_tracking,0.9,AUTO_HANDLE
eval_133,907051,@AmazonHelp I have a collection of the blue cold packs from various PrimeNow orders. Can we send them back? #reuse #reduce,"@335370 I'm sorry, we currently don't have a way to take these back. Please click here for more details: https://t.co/nvpLEfi7Rx ^JR",2,product_info_availability,AUTO_HANDLE,medium,other,0.7,AUTO_HANDLE
eval_134,139926,"Merci @120533 pour cette petite attention qui sera grandement appréciée 😗 https://t.co/tQmEBTbFBF\n@AmazonHelp Hahaha mais carrément mais j'avoue que c'est presque dommage de la manger tellement que cette réplique version choco est superbe 😍\n@AmazonHelp ouais je vais pas tenir longtemps (je tiens déjà depuis trop longtemps) mais j'attendais mon mari pour partager (c'est bô hahaha)\n@AmazonHelp Bon ben voilà RIP petite manette en choco tu fus un régal &lt;3 Encore merci :D\n@AmazonHelp Omg 😍😍😍 il est splendide et me sera très utile merciii c'est vraiment très gentil 😗 https://t.co/YkCyUv21Iq\n@AmazonHelp Oh super :D et bien merci beaucoup vous avez vraiment tapé dans le mille :) Du créatif, du gaming et du chocolat PERFECT &lt;3","@147566 J'espère que cette petite surprise dessinera un sourire sur vos lèvres et que vous croquerez cette manette à pleines dents 😉. N'hésitez pas à partager avec moi votre avis lorsque vous l'aurez dégusté 😊. ^FA\n@147566 Je comprends, mais vous DEVEZ la déguster 😂😂 ^FA\n@147566 Miam-miam 😋 🍫🍫🍫🍫 Ça a l'air appétissant, régalez-vous 😍 ^FA\n@147566 J'espère que vous en avez bien profité 😊 ^FA\n@147566 J'ai consulté votre site, et j'ai pu remarquer que vous avez un faible pour les agendas, d’où mon choix de vous envoyer ce cadeau 😊. Je suis ravie qu'il vous a plu. ^FA\n@147566 😍😍 ^FA",12,delivery_tracking,AUTO_HANDLE,easy,other,0.9,AUTO_HANDLE
eval_135,2679241,Finalmente #amazonvideo in italiano🎉,@282896 Una bella novità! ️🎉 Grazie per il feedback! 😊 ^CS,2,other,AUTO_HANDLE,easy,technical_device_digital,0.9,AUTO_HANDLE
eval_136,1660813,"Amazon great job..  service u guys providing is superb. Keep up the good work. Happy customer good business . 
#Amazon #AmazonIndia","@506620 You are most welcome! When you are happy, we are happy. Have a great day!  ^AK",2,other,AUTO_HANDLE,easy,complaint_service,0.8,AUTO_HANDLE
eval_137,2816293,"@AmazonHelp ordered a JBL CHARGE3 on Black Friday. Unplugged it the first time it does this help!  @164902 maybe you can help too?  I don’t want a return just a new cord. https://t.co/UbEAakQCcI\n@AmazonHelp Yeah, I know I can return the whole thing but I don't think that we need to bring three shipping charges, and two vehicles into what can be solved by shipping one replacement cable.","@547100 So sorry for the trouble! We're here to help! Have you had the chance to look into available options here: https://t.co/eVeMpO7mHH? ^VB\n@547100 If the cable is shipped from and sold by Amazon, a replacement may be an option. If you'd prefer, you're welcome to contact us by phone, chat or e-mail to explore options here: https://t.co/hApLpMlfHN ^ST",4,order_product_issue,ESCALATE,medium,order_product_issue,0.9,AUTO_HANDLE
eval_138,2905136,"@AmazonHelp @115821 Who do I contact when my packages were purposefully ripped open and they arrived like this? Almost fully ripped across, where hands can get in? How do I prove items are missing upon opening them? https://t.co/LD5h3OL16y",@804507 I am sorry to see your packages arrived like this! We want to speak with you directly and go over available options with you so please contact us via phone or chat here:  https://t.co/hApLpMlfHN ^MW,2,order_product_issue,ESCALATE,hard,order_product_issue,0.9,AUTO_HANDLE
eval_139,617067,"Ok @115830 - how is this ridiculous packaging in any way acceptable? It would’ve fit in a tiny padded envelope, and I was charged £3.95 for this. https://t.co/wIPFDWc9JD\n@AmazonHelp I’ve done that previously for other products, and it’s gotten worse.","@266399 Hey Kira, I would strongly encourage you to submit your packaging feedback here: https://t.co/fxgZ6hTrFA ^MA",3,complaint_service,AUTO_HANDLE,easy,complaint_service,0.8,AUTO_HANDLE
eval_140,807265,"#AmazonIndia quality of service has detoriated a lot, earlier i used to receive shipment before schedule date and now getting such update. https://t.co/fKs1NiDEMr\n@AmazonHelp Several report has been already done but there was no resolution instead now I see delivery date for changed. Your service has gone bad.","@158484 Sorry for the delay in delivery of your order. Please report this to our support team here: https://t.co/TdDksLo6Mf. ^HD\n@158484 Please don't provide your details, we consider it personal information. Our Twitter page is visible to public. ^HD\n@158484 We'd like to help. Please share your details using the previous link and let us know. We'll reach out to you accordingly. ^VN",5,delivery_tracking,ESCALATE,medium,delivery_tracking,0.85,AUTO_HANDLE
eval_141,2405135,"@AmazonHelp Had email with £40 off a Kindle. Website won't allow the code says it's expired.\n@AmazonHelp Just says ""limited time"" received yesterday, tried to order this morning.\n@AmazonHelp Bump",@691785 Sorry to hear about the issue you're having. Is there info in the email about the date that the offer is available until? There may be Terms &amp; Conditions in the email to advise this. ^ES,4,payment_billing,ESCALATE,medium,payment_billing,0.85,ESCALATE
eval_142,384858,"#Amazon #Amazonlogistics 
""après avoir étudié votre dem,  nous n'avons pas jugé qu'un bon de réduction soit ici approprié."" 
trop de clients https://t.co/tOrBlWMMUL","@207035 Afin de mieux vérifier votre dossier, je vous invite à remplir le formulaire via le lien: https://t.co/HtUowg2UGX ^FT",2,complaint_service,ESCALATE,medium,complaint_service,0.8,AUTO_HANDLE
eval_143,2299484,"@AmazonHelp  if it says Prime,,, and I ordered on Friday,,,, why do I have to cancel work Monday

It was Prime, next day Saturday, not Mon??\n@AmazonHelp No it doesn't, it refers to 79 quid to get next day delivery

And you can't manage your obligation,,,, don't give me small print!!!\n@AmazonHelp I did,,,, on the phone,,,, all last night

Your representative and her supervisor couldn't give a monkeys

Don't lable prime when it isn't !!!  Now phone me please  you have my email and number","@426862 One-Day Shipping refers to the transit time, in business days. Here's more info on our shipping: https://t.co/zsAky97Jyy ^ZW\n@426862 If your order missed the estimated delivery date, please contact us for options: https://t.co/qy3J24VGxb ^AF\n@426862 We're not able to access your account via Twitter. Please give us another chance to look into this with you, using the link ^AF has provided. ^AB",6,prime_subscription,ESCALATE,hard,delivery_tracking,0.9,AUTO_HANDLE
eval_144,2935158,"My @115821 account was hacked. Contacting cust serv for past 45 days still nothing is fixed.  @117795 is good only if it works 🙄 #Amazonaddiction is too bad.\n@AmazonHelp Every time we call @115821  they promise that ""Account specialist"" will contact us in 24-48 hours. The irony is it's been 48 days almost but no body cared to do anything. @115851 has million other customers so he don't care if 1 is suffering I guess 🤔\n@AmazonHelp I appreciate the confidence you kept in @115821 cust serv but unfortunately there is nothing of that sort. I checked all my folders including spam for the umpteenth time now to find no response from your revered #Accountspecialists who I even doubt if they actually exist\n@AmazonHelp Filled it up. Not really keeping my fingers crossed because I gave up hope of help from @AmazonHelp","@811521 Hi, sorry to hear that. Did you receive an email from the account specialists about your account? Please check spam/junk folders of your emails. ^JJ\n@811521 I can see my colleague has advised you to check your spam/junk folder to see if our account specialists have contacted you. Can I ask, have you checked this please?^GA\n@811521 Sorry to hear about this. Can you fill out this form: https://t.co/R55eEQwSEs so we can take a look at this for you? ^MI",7,account_access,ESCALATE,hard,account_access,0.95,ESCALATE
eval_145,2447446,@AmazonHelp what happens when this happens?\n@AmazonHelp  https://t.co/xtsX9YUuON,@666949 I'm terribly sorry to see that your order has been delayed! Could you tell us the carrier for this delivery: https://t.co/Y5jpI9gRhE Delayed orders typically arrive 1-2 business days after the missed date. We're here to help! ^ML,3,other,ESCALATE,hard,other,0.5,ESCALATE
eval_146,183173,@115850 Track ID is 20174042201 when can I expect the delivery??\n@AmazonHelp Not seeing any info related to tracking\n@AmazonHelp Oh yeah it's a mistake,"@195815 You may track the current status and delivery plan of your order here: https://t.co/pYHdlcj0Ot. Please check. (1/2) ^ZH\n@195815 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. (2/2) ^ZH\n@195815 You may get in touch with our support team for further help here: https://t.co/rS49hgaADF ^AK",6,delivery_tracking,AUTO_HANDLE,easy,delivery_tracking,0.95,AUTO_HANDLE
eval_147,704440,"@115821 first order #worstexperience misleading arrival date #unaccommodating customer services😡😡 @1840\n@AmazonHelp I ordered from Amazon.in,
 the last update about the package was on 18th nov 6 a.m and product was supposed to be delivered yesterday😡\n@AmazonHelp #fakepromises,Still no replies &amp; no product delivery.😡
#Neverending wait","@288332 Hey Shubham, I'm sorry to hear about the issues. Which one of our sites did you order from? Was it https://t.co/K3p1gXBzhw or one of our others? ^PJ\n@288332 Apologies for the disappointment. We’d like to help you, please fill this form: https://t.co/beaaDm0muc and we’ll contact you soon. ^MN\n@288332 If you have shared your details using the secured link provided earlier, you should have received a correspondence here: https://t.co/8DAc10S7ww. Please check. ^RI",6,delivery_tracking,ESCALATE,medium,delivery_tracking,0.95,AUTO_HANDLE
eval_148,343726,@119625 pls add subtitles for Agneepath movie.,"@197803 I understand your concern, I've noted your comments and have forwarded your feedback internally. ^PJ",2,product_info_availability,AUTO_HANDLE,easy,technical_device_digital,0.9,AUTO_HANDLE
eval_149,840874,@AmazonHelp What is this?? Order still not delivered for yours kind information. https://t.co/0FzpuBfguN\n@AmazonHelp then what actually this handle is supposed to do...U guys are simply pathetic...its better not to shop on @115850 ..period!,"@320057 I'm sorry for the trouble. Please reach out to us at https://t.co/vlvfJr4nN9 we'll check it for you. ^AU\n@320057 Sorry for the hassle. Could you please confirm, if you've contacted our support team from the link shared earlier? ^HN",4,delivery_tracking,ESCALATE,medium,delivery_tracking,0.95,AUTO_HANDLE
eval_150,2679731,"APN-Bestseller:
Rauschwunsch
Dystopie
Hygiene ohne Nachbarstörung
Kreativlosigkeit
Eskapismus
Selbstoptimierung aber mit 1 Schuss Dolce vita https://t.co/7zMj8kq58K\n*Amazon Prime Now

""Ich brauch  s o f o r t  sehr viele Staubmagneten, AM BESTEN GESTERN“","@753986 Na dann, nix wie los: https://t.co/MwFrzI2pMA ;) ^NW",3,product_info_availability,AUTO_HANDLE,easy,prime_subscription,0.85,AUTO_HANDLE
